CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel,Community,Weather station,Location,Elevation,January(Avg. high °C (°F)),January(Avg. low °C (°F)),July(Avg. high °C (°F)),July(Avg. low °C (°F)),Annual(Avg. high °C (°F)),Annual(Avg. low °C (°F)),ProvinceCode
418,BC,Farmstead,34.0,"Available : Plain , garlic and dill, mixed herbs",Organic,1,Semi-soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Gouda (Jerseyland Organic),higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
418,BC,Farmstead,34.0,"Available : Plain , garlic and dill, mixed herbs",Organic,1,Semi-soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Gouda (Jerseyland Organic),higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
418,BC,Farmstead,34.0,"Available : Plain , garlic and dill, mixed herbs",Organic,1,Semi-soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Gouda (Jerseyland Organic),higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
419,BC,Farmstead,43.0,"Available : Plain,  sundried tomato and herbs",Organic,1,Soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Feta (Jerseyland Organic),higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
419,BC,Farmstead,43.0,"Available : Plain,  sundried tomato and herbs",Organic,1,Soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Feta (Jerseyland Organic),higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
419,BC,Farmstead,43.0,"Available : Plain,  sundried tomato and herbs",Organic,1,Soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Feta (Jerseyland Organic),higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
419,BC,Farmstead,43.0,"Available : Plain,  sundried tomato and herbs",Organic,1,Soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Feta (Jerseyland Organic),higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
419,BC,Farmstead,43.0,"Available : Plain,  sundried tomato and herbs",Organic,1,Soft Cheese,Goat,Raw Milk,Not Specified,Udderly Organic Goat Feta (Jerseyland Organic),higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
629,BC,Artisan,41.0,"Spiked with a slightly warm, premium, cracked black pepper","Ripened, creamy cheese",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cracked Pepper Verdelait,higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
629,BC,Artisan,41.0,"Spiked with a slightly warm, premium, cracked black pepper","Ripened, creamy cheese",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cracked Pepper Verdelait,higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
629,BC,Artisan,41.0,"Spiked with a slightly warm, premium, cracked black pepper","Ripened, creamy cheese",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cracked Pepper Verdelait,higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
629,BC,Artisan,41.0,"Spiked with a slightly warm, premium, cracked black pepper","Ripened, creamy cheese",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cracked Pepper Verdelait,higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
629,BC,Artisan,41.0,"Spiked with a slightly warm, premium, cracked black pepper","Ripened, creamy cheese",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cracked Pepper Verdelait,higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
630,BC,Artisan,41.0,"Mild flavour of sweet butter and a delicate, smokey, exotic, lemony finish",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cumin Verdelait,higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
630,BC,Artisan,41.0,"Mild flavour of sweet butter and a delicate, smokey, exotic, lemony finish",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cumin Verdelait,higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
630,BC,Artisan,41.0,"Mild flavour of sweet butter and a delicate, smokey, exotic, lemony finish",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cumin Verdelait,higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
630,BC,Artisan,41.0,"Mild flavour of sweet butter and a delicate, smokey, exotic, lemony finish",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cumin Verdelait,higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
630,BC,Artisan,41.0,"Mild flavour of sweet butter and a delicate, smokey, exotic, lemony finish",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Cumin Verdelait,higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
631,BC,Artisan,41.0,Flavourful blend of garlic and chives,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Garlic and Chive Verdelait,higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
631,BC,Artisan,41.0,Flavourful blend of garlic and chives,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Garlic and Chive Verdelait,higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
631,BC,Artisan,41.0,Flavourful blend of garlic and chives,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Garlic and Chive Verdelait,higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
631,BC,Artisan,41.0,Flavourful blend of garlic and chives,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Garlic and Chive Verdelait,higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
631,BC,Artisan,41.0,Flavourful blend of garlic and chives,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Garlic and Chive Verdelait,higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
632,BC,Artisan,41.0,"Ginger, garlic and local organic wasabi.",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Wasabi Verdelait,higher fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
632,BC,Artisan,41.0,"Ginger, garlic and local organic wasabi.",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Wasabi Verdelait,higher fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
632,BC,Artisan,41.0,"Ginger, garlic and local organic wasabi.",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Wasabi Verdelait,higher fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
632,BC,Artisan,41.0,"Ginger, garlic and local organic wasabi.",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Wasabi Verdelait,higher fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
632,BC,Artisan,41.0,"Ginger, garlic and local organic wasabi.",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Wasabi Verdelait,higher fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
648,BC,Artisan,48.0,Creamy with a note of mushroom,"Ripened,",0,Soft Cheese,Cow,Pasteurized,Not Specified,Comox Camembert,lower fat,"Fort Nelson, BC",YYE,58°50′11″N 122°35′50″W / 58.83639°N 122.59722°W / 58.83639; -122.59722 (Fort Nelson),"382m (1,253ft)",−16.1 (3.0),−24.6 (−12.3),23.2 (73.8),10.9 (51.6),5.2 (41.4),−6.0 (21.2),BC
648,BC,Artisan,48.0,Creamy with a note of mushroom,"Ripened,",0,Soft Cheese,Cow,Pasteurized,Not Specified,Comox Camembert,lower fat,"Kamloops, BC",YKA,50°42′08″N 120°26′31″W / 50.70222°N 120.44194°W / 50.70222; -120.44194 (Kamloops),"345.3m (1,133ft)",0.4 (32.7),−5.9 (21.4),28.9 (84.0),14.2 (57.6),14.8 (58.6),3.7 (38.7),BC
648,BC,Artisan,48.0,Creamy with a note of mushroom,"Ripened,",0,Soft Cheese,Cow,Pasteurized,Not Specified,Comox Camembert,lower fat,"Princeton, BC",CYDC,49°28′05″N 120°30′41″W / 49.46806°N 120.51139°W / 49.46806; -120.51139 (Princeton Airport),"700m (2,300ft)",−1.4 (29.5),−8.6 (16.5),26.3 (79.3),9.5 (49.1),12.9 (55.2),0.2 (32.4),BC
648,BC,Artisan,48.0,Creamy with a note of mushroom,"Ripened,",0,Soft Cheese,Cow,Pasteurized,Not Specified,Comox Camembert,lower fat,"Vancouver, BC",YVR,49°11′42″N 123°10′55″W / 49.19500°N 123.18194°W / 49.19500; -123.18194 (Vancouver),4m (13ft),6.9 (44.4),1.4 (34.5),22.2 (72.0),13.7 (56.7),13.9 (57.0),6.8 (44.2),BC
648,BC,Artisan,48.0,Creamy with a note of mushroom,"Ripened,",0,Soft Cheese,Cow,Pasteurized,Not Specified,Comox Camembert,lower fat,"Victoria, BC",YYJ,48°38′50″N 123°25′33″W / 48.64722°N 123.42583°W / 48.64722; -123.42583 (Victoria),20m (66ft),7.6 (45.7),1.5 (34.7),22.4 (72.3),11.3 (52.3),14.4 (57.9),5.6 (42.1),BC
655,ON,Industrial,45.0,Mild to sharp with light smoky flavour Also available with Omega 3,Supple and smooth with a golden-yellow waxed rind,0,Firm Cheese,Cow,Pasteurized,Not Specified,Provolone (Silani),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
655,ON,Industrial,45.0,Mild to sharp with light smoky flavour Also available with Omega 3,Supple and smooth with a golden-yellow waxed rind,0,Firm Cheese,Cow,Pasteurized,Not Specified,Provolone (Silani),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
655,ON,Industrial,45.0,Mild to sharp with light smoky flavour Also available with Omega 3,Supple and smooth with a golden-yellow waxed rind,0,Firm Cheese,Cow,Pasteurized,Not Specified,Provolone (Silani),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
655,ON,Industrial,45.0,Mild to sharp with light smoky flavour Also available with Omega 3,Supple and smooth with a golden-yellow waxed rind,0,Firm Cheese,Cow,Pasteurized,Not Specified,Provolone (Silani),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
656,ON,Industrial,80.0,Milky Also available with Omega 3,"Granular, creamy and soft in texture",0,Fresh Cheese,Cow,Pasteurized,No Rind,Ricotta (Silani),lower fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
656,ON,Industrial,80.0,Milky Also available with Omega 3,"Granular, creamy and soft in texture",0,Fresh Cheese,Cow,Pasteurized,No Rind,Ricotta (Silani),lower fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
656,ON,Industrial,80.0,Milky Also available with Omega 3,"Granular, creamy and soft in texture",0,Fresh Cheese,Cow,Pasteurized,No Rind,Ricotta (Silani),lower fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
656,ON,Industrial,80.0,Milky Also available with Omega 3,"Granular, creamy and soft in texture",0,Fresh Cheese,Cow,Pasteurized,No Rind,Ricotta (Silani),lower fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
657,AB,Farmstead,43.0,"Basil, black pepper, black pepper and garlic, cumin, dill, fenugreek, friesian cloves, green peppercorn, greeen peppecorn with cayenne, italian herbs","Mild, medium, aged",0,Firm Cheese,Cow,Pasteurized,Not Specified,Gouda (Sylvan Star Ltd.),lower fat,"Calgary, AB",YYC,51°06′50″N 114°01′13″W / 51.11389°N 114.02028°W / 51.11389; -114.02028 (Calgary),"1,084m (3,556ft)",−0.9 (30.4),−13.2 (8.2),23.2 (73.8),9.8 (49.6),10.8 (51.4),−1.9 (28.6),AB
657,AB,Farmstead,43.0,"Basil, black pepper, black pepper and garlic, cumin, dill, fenugreek, friesian cloves, green peppercorn, greeen peppecorn with cayenne, italian herbs","Mild, medium, aged",0,Firm Cheese,Cow,Pasteurized,Not Specified,Gouda (Sylvan Star Ltd.),lower fat,"Edmonton, AB",YXD,53°34′24″N 113°31′06″W / 53.57333°N 113.51833°W / 53.57333; -113.51833 (Edmonton),"671m (2,201ft)",−6.0 (21.2),−14.8 (5.4),23.1 (73.6),12.3 (54.1),9.3 (48.7),−1.0 (30.2),AB
657,AB,Farmstead,43.0,"Basil, black pepper, black pepper and garlic, cumin, dill, fenugreek, friesian cloves, green peppercorn, greeen peppecorn with cayenne, italian herbs","Mild, medium, aged",0,Firm Cheese,Cow,Pasteurized,Not Specified,Gouda (Sylvan Star Ltd.),lower fat,"High Level, AB",YOJ,58°37′17″N 117°09′53″W / 58.62139°N 117.16472°W / 58.62139; -117.16472 (High Level),"338m (1,109ft)",−15.0 (5.0),−25.8 (−14.4),23.0 (73.4),9.9 (49.8),5.2 (41.4),−7.2 (19.0),AB
658,ON,Farmstead,39.0,"Mild and sweet, nutty and buttery flavour.",Made from Guernsey milk.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Niagara Gold,higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
658,ON,Farmstead,39.0,"Mild and sweet, nutty and buttery flavour.",Made from Guernsey milk.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Niagara Gold,higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
658,ON,Farmstead,39.0,"Mild and sweet, nutty and buttery flavour.",Made from Guernsey milk.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Niagara Gold,higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
658,ON,Farmstead,39.0,"Mild and sweet, nutty and buttery flavour.",Made from Guernsey milk.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Niagara Gold,higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
662,ON,Industrial,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar (Balderson),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
662,ON,Industrial,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar (Balderson),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
662,ON,Industrial,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar (Balderson),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
662,ON,Industrial,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar (Balderson),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
663,ON,Industrial,39.0,"Five peppers, garlic, dill, chives, fine herbs and tomato, apple etc","Curds, mild, medium, old, extra old, extra old 5 years.",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddars (Fromagerie St-Albert),higher fat,"Ottawa, ON",YOW,45°19′21″N 075°40′09″W / 45.32250°N 75.66917°W / 45.32250; -75.66917 (Ottawa),114m (374ft),−5.8 (21.6),−14.8 (5.4),26.5 (79.7),15.5 (59.9),11.3 (52.3),1.4 (34.5),ON
663,ON,Industrial,39.0,"Five peppers, garlic, dill, chives, fine herbs and tomato, apple etc","Curds, mild, medium, old, extra old, extra old 5 years.",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddars (Fromagerie St-Albert),higher fat,"Timmins, ON",YTS,48°34′11″N 081°22′36″W / 48.56972°N 81.37667°W / 48.56972; -81.37667 (Timmins),295m (968ft),−10.6 (12.9),−23.0 (−9.4),24.2 (75.6),10.7 (51.3),7.9 (46.2),−4.3 (24.3),ON
663,ON,Industrial,39.0,"Five peppers, garlic, dill, chives, fine herbs and tomato, apple etc","Curds, mild, medium, old, extra old, extra old 5 years.",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddars (Fromagerie St-Albert),higher fat,"Toronto, ON",YYZ,43°40′38″N 079°37′50″W / 43.67722°N 79.63056°W / 43.67722; -79.63056 (Toronto),173m (568ft),−1.5 (29.3),−9.4 (15.1),27.1 (80.8),15.8 (60.4),13.0 (55.4),3.3 (37.9),ON
663,ON,Industrial,39.0,"Five peppers, garlic, dill, chives, fine herbs and tomato, apple etc","Curds, mild, medium, old, extra old, extra old 5 years.",0,Firm Cheese,Cow,Pasteurized,Not Specified,Cheddars (Fromagerie St-Albert),higher fat,"Windsor, ON",YQG,42°16′32″N 82°57′20″W / 42.27556°N 82.95556°W / 42.27556; -82.95556 (Windsor),190m (620ft),−0.3 (31.5),−7.3 (18.9),28.1 (82.6),17.9 (64.2),14.4 (57.9),5.4 (41.7),ON
664,NS,Farmstead,42.0,"Mild, medium, old, caraway, cumin, cumin and cloves, fines herbs, garlic, pepper mix, smoked.","Natural rind, shaped into wheels, smooth",0,Firm Cheese,Cow,Thermised,Not Specified,Gouda (That Dutchman's Farm),lower fat,"Halifax, NS",YHZ,44°52′48″N 063°30′00″W / 44.88000°N 63.50000°W / 44.88000; -63.50000 (Halifax),145m (476ft),−1.3 (29.7),−10.4 (13.3),23.8 (74.8),13.7 (56.7),11.3 (52.3),1.9 (35.4),NS
664,NS,Farmstead,42.0,"Mild, medium, old, caraway, cumin, cumin and cloves, fines herbs, garlic, pepper mix, smoked.","Natural rind, shaped into wheels, smooth",0,Firm Cheese,Cow,Thermised,Not Specified,Gouda (That Dutchman's Farm),lower fat,"Sydney, NS",YQY,46°10′00″N 060°02′53″W / 46.16667°N 60.04806°W / 46.16667; -60.04806 (Sydney),62m (203ft),−1.1 (30.0),−9.6 (14.7),23.1 (73.6),12.6 (54.7),10.3 (50.5),1.4 (34.5),NS
